boundary_time,epoch_end,tie_count_at_boundary,tied_combos,selected_combo,workload_file
8475,8550,3,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS,SJF|SJF|FCFS|FCFS,long_1000_processes.txt
8500,8575,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
8575,8650,3,FCFS|SJF|SJF|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|HRRN|SJF|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
8600,8675,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
8625,8700,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
8775,8850,2,FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
8800,8875,3,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
8825,8900,9,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
8850,8925,6,SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
8950,9025,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
8975,9050,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
9025,9100,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,SJF|FCFS|SJF|FCFS,long_1000_processes.txt
9075,9150,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
9100,9175,2,HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|HRRN|FCFS,HRRN|FCFS|HRRN|FCFS,long_1000_processes.txt
9175,9250,27,SJF|HRRN|SJF|SJF ; SJF|HRRN|SJF|FCFS ; SJF|HRRN|SJF|HRRN ; SJF|HRRN|FCFS|SJF ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|FCFS|HRRN ; SJF|HRRN|HRRN|SJF ; SJF|HRRN|HRRN|FCFS ; SJF|HRRN|HRRN|HRRN ; FCFS|HRRN|SJF|SJF ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|SJF|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN ; HRRN|HRRN|SJF|SJF ; HRRN|HRRN|SJF|FCFS ; HRRN|HRRN|SJF|HRRN ; HRRN|HRRN|FCFS|SJF ; HRRN|HRRN|FCFS|FCFS ; HRRN|HRRN|FCFS|HRRN ; HRRN|HRRN|HRRN|SJF ; HRRN|HRRN|HRRN|FCFS ; HRRN|HRRN|HRRN|HRRN,HRRN|HRRN|FCFS|SJF,long_1000_processes.txt
9250,9325,3,FCFS|SJF|SJF|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|HRRN|SJF|FCFS,FCFS|HRRN|SJF|FCFS,long_1000_processes.txt
9275,9350,9,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,HRRN|FCFS|FCFS|HRRN,long_1000_processes.txt
9350,9425,3,FCFS|SJF|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|HRRN|FCFS|SJF,FCFS|SJF|FCFS|SJF,long_1000_processes.txt
9400,9475,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
9425,9500,3,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
9450,9525,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
9575,9650,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
9675,9750,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
9725,9800,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
9825,9900,9,SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN,SJF|FCFS|FCFS|SJF,long_1000_processes.txt
9900,9975,3,FCFS|SJF|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|HRRN|FCFS|SJF,FCFS|HRRN|FCFS|SJF,long_1000_processes.txt
9925,10000,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
9975,10050,9,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,HRRN|FCFS|FCFS|SJF,long_1000_processes.txt
10075,10150,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
10125,10200,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
10175,10250,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
10225,10300,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
10275,10350,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
10300,10375,3,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|SJF,long_1000_processes.txt
10375,10450,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
10400,10475,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|HRRN|SJF,long_1000_processes.txt
10425,10500,6,FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
10450,10525,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
10475,10550,9,SJF|SJF|SJF|FCFS ; SJF|FCFS|SJF|FCFS ; SJF|HRRN|SJF|FCFS ; FCFS|SJF|SJF|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|HRRN|SJF|FCFS ; HRRN|SJF|SJF|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|HRRN|SJF|FCFS,HRRN|FCFS|SJF|FCFS,long_1000_processes.txt
10500,10575,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
10550,10625,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
10575,10650,6,SJF|SJF|FCFS|FCFS ; SJF|SJF|HRRN|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|HRRN|FCFS,FCFS|SJF|HRRN|FCFS,long_1000_processes.txt
10600,10675,4,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
10625,10700,2,FCFS|FCFS|FCFS|SJF ; FCFS|HRRN|FCFS|SJF,FCFS|HRRN|FCFS|SJF,long_1000_processes.txt
10650,10725,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
10675,10750,6,SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,HRRN|FCFS|FCFS|HRRN,long_1000_processes.txt
10725,10800,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
10775,10850,6,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,HRRN|FCFS|FCFS|SJF,long_1000_processes.txt
10800,10875,6,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
10900,10975,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
10925,11000,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
10975,11050,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
11075,11150,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
11150,11225,3,SJF|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|SJF,SJF|FCFS|FCFS|SJF,long_1000_processes.txt
11200,11275,9,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
11225,11300,3,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
11300,11375,9,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,HRRN|SJF|FCFS|FCFS,long_1000_processes.txt
11325,11400,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
11350,11425,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
11375,11450,2,SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS,SJF|FCFS|HRRN|FCFS,long_1000_processes.txt
11400,11475,18,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|SJF|HRRN|SJF ; FCFS|SJF|HRRN|FCFS ; FCFS|SJF|HRRN|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN,FCFS|SJF|FCFS|SJF,long_1000_processes.txt
11550,11625,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
11575,11650,6,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
11600,11675,6,SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,SJF|HRRN|FCFS|FCFS,long_1000_processes.txt
11625,11700,2,FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
11675,11750,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
11700,11775,9,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,SJF|HRRN|FCFS|FCFS,long_1000_processes.txt
11725,11800,2,FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
11750,11825,2,FCFS|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
11775,11850,2,FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
11800,11875,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
11825,11900,2,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
11850,11925,2,SJF|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
11900,11975,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
12000,12075,27,SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN,HRRN|FCFS|SJF|SJF,long_1000_processes.txt
12025,12100,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
12100,12175,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
12125,12200,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
12150,12225,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
12250,12325,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
12300,12375,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
12400,12475,9,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
12425,12500,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
12500,12575,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
12525,12600,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
12575,12650,9,SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN,SJF|FCFS|HRRN|SJF,long_1000_processes.txt
12675,12750,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
12725,12800,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
12750,12825,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|HRRN|HRRN,long_1000_processes.txt
12850,12925,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
12900,12975,9,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|HRRN,long_1000_processes.txt
12925,13000,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
12950,13025,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
12975,13050,2,FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
13000,13075,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
13025,13100,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|SJF|FCFS|FCFS,long_1000_processes.txt
13050,13125,2,FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
13075,13150,18,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; FCFS|HRRN|SJF|SJF ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|SJF|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN,FCFS|HRRN|FCFS|SJF,long_1000_processes.txt
13100,13175,2,FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
